date,rooms_available,rooms_occupied,occupancy_rate,adr,revpar,room_revenue,bookings_made,cancellations
2024-12-13,74,20,0.2703,173.98,47.02,3479.6,15,1
2024-12-14,74,28,0.3784,185.16,70.06,5184.48,15,0
2024-12-15,74,25,0.3378,173.82,58.72,4345.5,12,0
2024-12-16,74,17,0.2297,171.7,39.44,2918.9,10,0
2024-12-17,74,22,0.2973,169.32,50.34,3725.04,13,1
2024-12-18,74,24,0.3243,169.72,55.04,4073.28,13,2
2024-12-19,74,20,0.2703,169.91,45.92,3398.2,24,3
2024-12-20,74,31,0.4189,179.05,75.01,5550.55,9,2
2024-12-21,74,40,0.5405,175.73,94.99,7029.2,14,1
2024-12-22,74,31,0.4189,165.9,69.5,5142.9,16,2
2024-12-23,74,20,0.2703,168.79,45.62,3375.8,15,2
2024-12-24,74,14,0.1892,155.49,29.42,2176.86,17,3
2024-12-25,74,18,0.2432,159.42,38.78,2869.56,12,1
2024-12-26,74,18,0.2432,157.93,38.42,2842.74,19,2
2024-12-27,74,27,0.3649,165.61,60.43,4471.47,10,2
2024-12-28,74,32,0.4324,165.34,71.5,5290.88,16,1
2024-12-29,74,38,0.5135,162.41,83.4,6171.58,14,0
2024-12-30,74,33,0.4459,161.56,72.05,5331.48,11,3
2024-12-31,74,24,0.3243,155.92,50.57,3742.08,13,2
2025-01-01,74,25,0.3378,152.85,51.64,3821.25,9,2
2025-01-02,74,33,0.4459,161.18,71.88,5318.94,15,4
2025-01-03,74,34,0.4595,166.44,76.47,5658.96,8,0
2025-01-04,74,39,0.527,171.47,90.37,6687.33,19,1
2025-01-05,74,33,0.4459,166.88,74.42,5507.04,20,5
2025-01-06,74,22,0.2973,167.19,49.71,3678.18,19,0
2025-01-07,74,24,0.3243,162.17,52.6,3892.08,15,3
2025-01-08,74,26,0.3514,157.35,55.29,4091.1,17,3
2025-01-09,74,27,0.3649,159.08,58.04,4295.16,8,3
2025-01-10,74,31,0.4189,163.42,68.46,5066.02,13,2
2025-01-11,74,34,0.4595,166.88,76.67,5673.92,20,1
2025-01-12,74,34,0.4595,160.79,73.88,5466.86,13,0
2025-01-13,74,25,0.3378,162.35,54.85,4058.75,15,0
2025-01-14,74,18,0.2432,160.0,38.92,2880.0,16,2
2025-01-15,74,19,0.2568,156.76,40.25,2978.44,8,0
2025-01-16,74,24,0.3243,154.49,50.1,3707.76,19,3
2025-01-17,74,28,0.3784,163.82,61.99,4586.96,23,1
2025-01-18,74,41,0.5541,167.97,93.06,6886.77,10,1
2025-01-19,74,35,0.473,161.48,76.38,5651.8,19,1
2025-01-20,74,29,0.3919,157.86,61.86,4577.94,10,1
2025-01-21,74,17,0.2297,155.86,35.81,2649.62,17,1
2025-01-22,74,14,0.1892,148.21,28.04,2074.94,22,2
2025-01-23,74,24,0.3243,155.19,50.33,3724.56,15,2
2025-01-24,74,25,0.3378,160.93,54.37,4023.25,16,3
2025-01-25,74,31,0.4189,166.95,69.94,5175.45,19,3
2025-01-26,74,27,0.3649,157.72,57.55,4258.44,18,2
2025-01-27,74,27,0.3649,154.24,56.28,4164.48,13,0
2025-01-28,74,27,0.3649,151.36,55.23,4086.72,22,2
2025-01-29,74,32,0.4324,153.13,66.22,4900.16,14,1
2025-01-30,74,36,0.4865,158.16,76.94,5693.76,13,0
2025-01-31,74,40,0.5405,164.95,89.16,6598.0,15,3
2025-02-01,74,33,0.4459,173.44,77.34,5723.52,15,2
2025-02-02,74,30,0.4054,172.12,69.78,5163.6,15,5
2025-02-03,74,32,0.4324,164.61,71.18,5267.52,26,4
2025-02-04,74,28,0.3784,160.31,60.66,4488.68,13,1
2025-02-05,74,22,0.2973,158.33,47.07,3483.26,20,2
2025-02-06,74,25,0.3378,164.2,55.47,4105.0,22,1
2025-02-07,74,36,0.4865,176.72,85.97,6361.92,14,3
2025-02-08,74,36,0.4865,181.61,88.35,6537.96,22,1
2025-02-09,74,30,0.4054,176.62,71.6,5298.6,24,2
2025-02-10,74,33,0.4459,168.3,75.05,5553.9,17,4
2025-02-11,74,30,0.4054,163.53,66.3,4905.9,17,0
2025-02-12,74,32,0.4324,162.16,70.12,5189.12,15,2
2025-02-13,74,30,0.4054,171.51,69.53,5145.3,20,2
2025-02-14,74,37,0.5,182.73,91.36,6761.01,14,0
2025-02-15,74,51,0.6892,191.57,132.03,9770.07,20,1
2025-02-16,74,37,0.5,189.76,94.88,7021.12,22,4
2025-02-17,74,35,0.473,187.93,88.89,6577.55,15,3
2025-02-18,74,30,0.4054,183.02,74.2,5490.6,27,1
2025-02-19,74,30,0.4054,185.47,75.19,5564.1,19,3
2025-02-20,74,28,0.3784,178.94,67.71,5010.32,14,2
2025-02-21,74,43,0.5811,193.25,112.29,8309.75,29,1
2025-02-22,74,44,0.5946,195.56,116.28,8604.64,26,5
2025-02-23,74,46,0.6216,186.15,115.71,8562.9,22,0
2025-02-24,74,45,0.6081,184.16,111.99,8287.2,25,2
2025-02-25,74,36,0.4865,178.75,86.96,6435.0,21,2
2025-02-26,74,28,0.3784,181.09,68.52,5070.52,18,2
2025-02-27,74,25,0.3378,185.46,62.66,4636.5,28,1
2025-02-28,74,34,0.4595,194.16,89.21,6601.44,25,2
2025-03-01,74,41,0.5541,201.2,111.48,8249.2,14,2
2025-03-02,74,36,0.4865,198.37,96.5,7141.32,28,4
2025-03-03,74,38,0.5135,197.67,101.51,7511.46,24,1
2025-03-04,74,25,0.3378,194.87,65.83,4871.75,16,3
2025-03-05,74,25,0.3378,191.09,64.56,4777.25,25,5
2025-03-06,74,24,0.3243,189.24,61.38,4541.76,25,0
2025-03-07,74,43,0.5811,211.19,122.72,9081.17,25,2
2025-03-08,74,60,0.8108,220.94,179.14,13256.4,27,3
2025-03-09,74,59,0.7973,212.96,169.79,12564.64,16,2
2025-03-10,74,51,0.6892,205.65,141.73,10488.15,20,3
2025-03-11,74,40,0.5405,206.19,111.45,8247.6,16,0
2025-03-12,74,37,0.5,202.1,101.05,7477.7,30,3
2025-03-13,74,34,0.4595,202.52,93.05,6885.68,28,3
2025-03-14,74,43,0.5811,222.75,129.44,9578.25,27,3
2025-03-15,74,51,0.6892,222.17,153.12,11330.67,27,4
2025-03-16,74,39,0.527,221.05,116.5,8620.95,36,5
2025-03-17,74,37,0.5,214.98,107.49,7954.26,25,4
2025-03-18,74,28,0.3784,213.65,80.84,5982.2,20,1
2025-03-19,74,29,0.3919,206.17,80.8,5978.93,31,6
2025-03-20,74,32,0.4324,209.44,90.57,6702.08,27,1
2025-03-21,74,45,0.6081,232.81,141.57,10476.45,28,2
2025-03-22,74,43,0.5811,237.8,138.18,10225.4,33,4
2025-03-23,74,42,0.5676,226.75,128.7,9523.5,33,2
2025-03-24,74,42,0.5676,225.71,128.11,9479.82,26,3
2025-03-25,74,30,0.4054,225.41,91.38,6762.3,31,4
2025-03-26,74,28,0.3784,228.39,86.42,6394.92,29,3
2025-03-27,74,25,0.3378,227.04,76.7,5676.0,31,4
2025-03-28,74,34,0.4595,239.86,110.21,8155.24,31,2
2025-03-29,74,50,0.6757,245.72,166.03,12286.0,29,2
2025-03-30,74,55,0.7432,239.39,177.92,13166.45,28,4
2025-03-31,74,47,0.6351,235.23,149.4,11055.81,30,2
2025-04-01,74,44,0.5946,232.94,138.5,10249.36,34,6
2025-04-02,74,39,0.527,230.63,121.55,8994.57,25,5
2025-04-03,74,46,0.6216,234.34,145.67,10779.64,31,0
2025-04-04,74,62,0.8378,249.9,209.38,15493.8,29,10
2025-04-05,74,66,0.8919,255.14,227.56,16839.24,42,4
2025-04-06,74,58,0.7838,248.26,194.58,14399.08,48,5
2025-04-07,74,61,0.8243,242.97,200.29,14821.17,33,4
2025-04-08,74,42,0.5676,240.39,136.44,10096.38,34,2
2025-04-09,74,27,0.3649,237.47,86.64,6411.69,41,3
2025-04-10,74,38,0.5135,242.96,124.76,9232.48,35,0
2025-04-11,74,49,0.6622,262.96,174.12,12885.04,33,2
2025-04-12,74,55,0.7432,268.02,199.2,14741.1,30,3
2025-04-13,74,55,0.7432,258.87,192.4,14237.85,26,4
2025-04-14,74,49,0.6622,250.83,166.09,12290.67,41,6
2025-04-15,74,35,0.473,241.88,114.4,8465.8,33,0
2025-04-16,74,46,0.6216,241.92,150.38,11128.32,28,4
2025-04-17,74,58,0.7838,252.75,198.1,14659.5,44,6
2025-04-18,74,62,0.8378,263.31,220.61,16325.22,46,2
2025-04-19,74,72,0.973,273.8,266.4,19713.6,31,3
2025-04-20,74,69,0.9324,268.04,249.93,18494.76,31,2
2025-04-21,74,52,0.7027,259.97,182.68,13518.44,36,6
2025-04-22,74,56,0.7568,257.1,194.56,14397.6,32,2
2025-04-23,74,51,0.6892,260.13,179.28,13266.63,33,4
2025-04-24,74,48,0.6486,261.15,169.39,12535.2,31,5
2025-04-25,74,66,0.8919,279.35,249.15,18437.1,40,5
2025-04-26,74,65,0.8784,287.93,252.91,18715.45,31,5
2025-04-27,74,65,0.8784,281.07,246.89,18269.55,28,5
2025-04-28,74,58,0.7838,269.65,211.35,15639.7,28,8
2025-04-29,74,46,0.6216,268.08,166.64,12331.68,34,9
2025-04-30,74,38,0.5135,266.41,136.81,10123.58,27,3
2025-05-01,74,44,0.5946,267.28,158.92,11760.32,32,6
2025-05-02,74,69,0.9324,286.5,267.14,19768.5,32,3
2025-05-03,74,67,0.9054,293.19,265.46,19643.73,28,4
2025-05-04,74,50,0.6757,286.05,193.28,14302.5,30,1
2025-05-05,74,48,0.6486,272.2,176.56,13065.6,38,7
2025-05-06,74,41,0.5541,273.14,151.33,11198.74,34,8
2025-05-07,74,41,0.5541,273.4,151.48,11209.4,42,5
2025-05-08,74,38,0.5135,267.97,137.61,10182.86,32,1
2025-05-09,74,63,0.8514,295.14,251.27,18593.82,32,5
2025-05-10,74,59,0.7973,304.51,242.78,17966.09,36,3
2025-05-11,74,43,0.5811,289.73,168.36,12458.39,24,2
2025-05-12,74,43,0.5811,284.33,165.22,12226.19,27,1
2025-05-13,74,44,0.5946,275.95,164.08,12141.8,31,5
2025-05-14,74,43,0.5811,272.93,158.59,11735.99,31,6
2025-05-15,74,55,0.7432,271.81,202.02,14949.55,39,5
2025-05-16,74,65,0.8784,286.22,251.41,18604.3,24,2
2025-05-17,74,69,0.9324,305.62,284.97,21087.78,42,7
2025-05-18,74,56,0.7568,298.23,225.69,16700.88,37,4
2025-05-19,74,49,0.6622,293.28,194.2,14370.72,32,3
2025-05-20,74,43,0.5811,293.04,170.28,12600.72,37,7
2025-05-21,74,42,0.5676,282.53,160.35,11866.26,31,4
2025-05-22,74,45,0.6081,281.34,171.09,12660.3,30,6
2025-05-23,74,74,1.0,312.05,312.05,23091.7,27,3
2025-05-24,74,74,1.0,316.1,316.1,23391.4,30,5
2025-05-25,74,74,1.0,304.55,304.55,22536.7,37,5
2025-05-26,74,74,1.0,299.53,299.53,22165.22,39,6
2025-05-27,74,61,0.8243,296.88,244.73,18109.68,36,3
2025-05-28,74,57,0.7703,290.91,224.08,16581.87,33,4
2025-05-29,74,61,0.8243,288.14,237.52,17576.54,29,3
2025-05-30,74,74,1.0,308.42,308.42,22823.08,21,4
2025-05-31,74,74,1.0,315.11,315.11,23318.14,33,4
2025-06-01,74,62,0.8378,305.24,255.74,18924.88,27,2
2025-06-02,74,52,0.7027,299.66,210.57,15582.32,25,3
2025-06-03,74,51,0.6892,300.14,206.85,15307.14,34,2
2025-06-04,74,48,0.6486,292.24,189.56,14027.52,30,2
2025-06-05,74,59,0.7973,296.86,236.69,17514.74,34,1
2025-06-06,74,65,0.8784,313.81,275.64,20397.65,33,6
2025-06-07,74,74,1.0,324.12,324.12,23984.88,45,8
2025-06-08,74,65,0.8784,311.55,273.66,20250.75,27,2
2025-06-09,74,47,0.6351,304.7,193.53,14320.9,36,6
2025-06-10,74,46,0.6216,296.36,184.22,13632.56,30,4
2025-06-11,74,43,0.5811,289.59,168.28,12452.37,34,2
2025-06-12,74,57,0.7703,295.77,227.82,16858.89,25,3
2025-06-13,74,74,1.0,315.05,315.05,23313.7,32,4
2025-06-14,74,74,1.0,325.68,325.68,24100.32,24,5
2025-06-15,74,70,0.9459,312.85,295.94,21899.5,34,2
2025-06-16,74,69,0.9324,307.27,286.51,21201.63,28,2
2025-06-17,74,58,0.7838,299.8,234.98,17388.4,30,1
2025-06-18,74,56,0.7568,292.1,221.05,16357.6,31,2
2025-06-19,74,59,0.7973,296.75,236.6,17508.25,31,6
2025-06-20,74,74,1.0,315.58,315.58,23352.92,41,8
2025-06-21,74,74,1.0,323.3,323.3,23924.2,33,3
2025-06-22,74,73,0.9865,317.59,313.3,23184.07,22,1
2025-06-23,74,63,0.8514,310.9,264.69,19586.7,29,0
2025-06-24,74,56,0.7568,301.26,227.98,16870.56,34,4
2025-06-25,74,38,0.5135,296.11,152.06,11252.18,32,2
2025-06-26,74,43,0.5811,296.86,172.5,12764.98,33,4
2025-06-27,74,48,0.6486,323.27,209.69,15516.96,27,3
2025-06-28,74,56,0.7568,323.07,244.49,18091.92,33,1
2025-06-29,74,57,0.7703,310.55,239.21,17701.35,29,5
2025-06-30,74,43,0.5811,308.04,179.0,13245.72,28,5
2025-07-01,74,48,0.6486,302.18,196.01,14504.64,39,5
2025-07-02,74,46,0.6216,303.91,188.92,13979.86,34,7
2025-07-03,74,66,0.8919,303.52,270.71,20032.32,31,2
2025-07-04,74,74,1.0,326.75,326.75,24179.5,28,7
2025-07-05,74,74,1.0,331.8,331.8,24553.2,26,2
2025-07-06,74,74,1.0,320.84,320.84,23742.16,32,3
2025-07-07,74,74,1.0,311.37,311.37,23041.38,30,6
2025-07-08,74,61,0.8243,303.86,250.48,18535.46,28,2
2025-07-09,74,58,0.7838,302.21,236.87,17528.18,26,3
2025-07-10,74,56,0.7568,304.03,230.08,17025.68,38,4
2025-07-11,74,74,1.0,323.86,323.86,23965.64,34,4
2025-07-12,74,74,1.0,328.66,328.66,24320.84,30,2
2025-07-13,74,74,1.0,322.62,322.62,23873.88,27,2
2025-07-14,74,61,0.8243,310.68,256.1,18951.48,29,2
2025-07-15,74,53,0.7162,305.68,218.93,16201.04,22,3
2025-07-16,74,55,0.7432,303.29,225.42,16680.95,19,2
2025-07-17,74,63,0.8514,299.12,254.66,18844.56,22,3
2025-07-18,74,74,1.0,314.07,314.07,23241.18,27,1
2025-07-19,74,74,1.0,323.54,323.54,23941.96,27,2
2025-07-20,74,74,1.0,310.95,310.95,23010.3,29,5
2025-07-21,74,71,0.9595,307.0,294.55,21797.0,34,3
2025-07-22,74,54,0.7297,302.23,220.55,16320.42,39,8
2025-07-23,74,48,0.6486,299.26,194.11,14364.48,23,1
2025-07-24,74,55,0.7432,302.93,225.15,16661.15,34,3
2025-07-25,74,71,0.9595,323.19,310.09,22946.49,30,2
2025-07-26,74,72,0.973,334.37,325.33,24074.64,25,1
2025-07-27,74,68,0.9189,325.45,299.06,22130.6,31,5
2025-07-28,74,58,0.7838,319.38,250.32,18524.04,23,2
2025-07-29,74,52,0.7027,320.59,225.28,16670.68,24,3
2025-07-30,74,56,0.7568,312.45,236.45,17497.2,22,5
2025-07-31,74,51,0.6892,307.91,212.21,15703.41,30,5
2025-08-01,74,74,1.0,326.83,326.83,24185.42,23,5
2025-08-02,74,74,1.0,329.82,329.82,24406.68,18,1
2025-08-03,74,72,0.973,319.85,311.21,23029.2,31,3
2025-08-04,74,69,0.9324,311.7,290.64,21507.3,35,1
2025-08-05,74,56,0.7568,307.27,232.53,17207.12,31,3
2025-08-06,74,54,0.7297,304.93,222.52,16466.22,23,3
2025-08-07,74,59,0.7973,301.54,240.42,17790.86,22,1
2025-08-08,74,74,1.0,322.21,322.21,23843.54,19,6
2025-08-09,74,74,1.0,332.39,332.39,24596.86,23,1
2025-08-10,74,74,1.0,320.95,320.95,23750.3,22,4
2025-08-11,74,74,1.0,314.38,314.38,23264.12,36,4
2025-08-12,74,65,0.8784,310.68,272.89,20194.2,28,7
2025-08-13,74,74,1.0,300.19,300.19,22214.06,20,2
2025-08-14,74,61,0.8243,304.07,250.65,18548.27,18,1
2025-08-15,74,74,1.0,319.54,319.54,23645.96,23,2
2025-08-16,74,74,1.0,327.79,327.79,24256.46,32,1
2025-08-17,74,61,0.8243,320.06,263.83,19523.66,23,6
2025-08-18,74,60,0.8108,311.85,252.85,18711.0,36,3
2025-08-19,74,43,0.5811,309.05,179.58,13289.15,30,4
2025-08-20,74,51,0.6892,307.34,211.82,15674.34,31,4
2025-08-21,74,64,0.8649,305.75,264.43,19568.0,30,3
2025-08-22,74,71,0.9595,316.66,303.82,22482.86,23,2
2025-08-23,74,74,1.0,327.13,327.13,24207.62,27,2
2025-08-24,74,60,0.8108,322.35,261.36,19341.0,21,1
2025-08-25,74,46,0.6216,315.94,196.4,14533.24,25,5
2025-08-26,74,49,0.6622,295.8,195.87,14494.2,23,2
2025-08-27,74,51,0.6892,301.05,207.48,15353.55,31,4
2025-08-28,74,58,0.7838,299.95,235.1,17397.1,32,1
2025-08-29,74,74,1.0,322.77,322.77,23884.98,25,1
2025-08-30,74,74,1.0,324.58,324.58,24018.92,26,3
2025-08-31,74,74,1.0,318.69,318.69,23583.06,23,4
2025-09-01,74,74,1.0,307.31,307.31,22740.94,21,1
2025-09-02,74,68,0.9189,299.01,274.77,20332.68,24,3
2025-09-03,74,52,0.7027,295.76,207.83,15379.52,30,5
2025-09-04,74,66,0.8919,292.46,260.84,19302.36,32,5
2025-09-05,74,72,0.973,309.85,301.48,22309.2,27,8
2025-09-06,74,74,1.0,320.73,320.73,23734.02,34,4
2025-09-07,74,67,0.9054,317.78,287.72,21291.26,26,2
2025-09-08,74,46,0.6216,304.87,189.51,14024.02,18,4
2025-09-09,74,56,0.7568,298.37,225.79,16708.72,20,4
2025-09-10,74,49,0.6622,297.15,196.76,14560.35,35,5
2025-09-11,74,55,0.7432,295.88,219.91,16273.4,25,1
2025-09-12,74,64,0.8649,308.46,266.78,19741.44,32,3
2025-09-13,74,68,0.9189,320.18,294.22,21772.24,28,9
2025-09-14,74,53,0.7162,306.79,219.73,16259.87,32,5
2025-09-15,74,48,0.6486,297.27,192.82,14268.96,25,3
2025-09-16,74,45,0.6081,284.73,173.15,12812.85,27,4
2025-09-17,74,40,0.5405,283.57,153.28,11342.8,24,2
2025-09-18,74,44,0.5946,283.17,168.37,12459.48,37,5
2025-09-19,74,64,0.8649,308.14,266.5,19720.96,31,8
2025-09-20,74,74,1.0,313.82,313.82,23222.68,30,3
2025-09-21,74,66,0.8919,306.59,273.45,20234.94,21,1
2025-09-22,74,58,0.7838,297.01,232.79,17226.58,33,6
2025-09-23,74,41,0.5541,290.89,161.17,11926.49,19,2
2025-09-24,74,39,0.527,285.73,150.59,11143.47,32,3
2025-09-25,74,51,0.6892,283.61,195.46,14464.11,28,2
2025-09-26,74,74,1.0,302.59,302.59,22391.66,30,2
2025-09-27,74,70,0.9459,305.48,288.97,21383.6,26,1
2025-09-28,74,47,0.6351,298.36,189.5,14022.92,30,6
2025-09-29,74,56,0.7568,285.54,216.08,15990.24,26,4
2025-09-30,74,56,0.7568,282.72,213.95,15832.32,24,4
2025-10-01,74,43,0.5811,279.29,162.29,12009.47,23,5
2025-10-02,74,47,0.6351,275.48,174.97,12947.56,22,2
2025-10-03,74,59,0.7973,289.49,230.81,17079.91,24,5
2025-10-04,74,74,1.0,297.63,297.63,22024.62,39,8
2025-10-05,74,66,0.8919,284.33,253.59,18765.78,29,5
2025-10-06,74,57,0.7703,281.31,216.68,16034.67,26,6
2025-10-07,74,61,0.8243,271.49,223.8,16560.89,23,4
2025-10-08,74,52,0.7027,266.4,187.2,13852.8,32,5
2025-10-09,74,51,0.6892,267.39,184.28,13636.89,27,5
2025-10-10,74,53,0.7162,282.23,202.14,14958.19,17,3
2025-10-11,74,55,0.7432,284.53,211.48,15649.15,22,4
2025-10-12,74,55,0.7432,276.05,205.17,15182.75,26,4
2025-10-13,74,55,0.7432,269.98,200.66,14848.9,38,2
2025-10-14,74,45,0.6081,261.07,158.76,11748.15,22,5
2025-10-15,74,41,0.5541,255.67,141.66,10482.47,16,1
2025-10-16,74,39,0.527,255.03,134.41,9946.17,25,5
2025-10-17,74,60,0.8108,274.87,222.87,16492.2,26,0
2025-10-18,74,63,0.8514,283.45,241.32,17857.35,22,4
2025-10-19,74,43,0.5811,266.7,154.97,11468.1,30,2
2025-10-20,74,44,0.5946,268.03,159.37,11793.32,30,4
2025-10-21,74,34,0.4595,259.42,119.19,8820.28,21,3
2025-10-22,74,41,0.5541,251.06,139.1,10293.46,22,1
2025-10-23,74,49,0.6622,249.8,165.41,12240.2,14,0
2025-10-24,74,60,0.8108,263.59,213.72,15815.4,16,0
2025-10-25,74,74,1.0,270.91,270.91,20047.34,19,2
2025-10-26,74,67,0.9054,262.65,237.8,17597.55,18,3
2025-10-27,74,55,0.7432,257.81,191.62,14179.55,18,3
2025-10-28,74,51,0.6892,243.4,167.75,12413.4,28,6
