date,market_id,sessions,bookings,revenue
2024-09-13,4,118,6,3798.27
2024-09-13,5,80,2,460.17
2024-09-13,6,77,2,1962.47
2024-09-13,7,74,1,270.65
2024-09-13,8,66,5,3639.53
2024-09-13,9,105,1,811.86
2024-09-13,10,68,2,1257.31
2024-09-13,11,43,0,0.0
2024-09-13,12,28,0,0.0
2024-09-14,1,195,6,4720.2
2024-09-14,2,112,6,3359.89
2024-09-14,3,54,1,204.95
2024-09-14,4,68,1,308.97
2024-09-14,5,50,0,0.0
2024-09-14,6,46,3,1566.39
2024-09-14,7,38,0,0.0
2024-09-14,8,41,3,1231.69
2024-09-14,9,44,1,1226.12
2024-09-14,10,34,0,0.0
2024-09-14,11,23,0,0.0
2024-09-14,12,14,1,1061.28
2024-09-15,1,241,11,6262.86
2024-09-15,2,129,4,2148.21
2024-09-15,3,71,3,3479.5
2024-09-15,4,83,2,918.33
2024-09-15,5,53,0,0.0
2024-09-15,6,51,0,0.0
2024-09-15,7,40,1,917.22
2024-09-15,8,48,2,1124.69
2024-09-15,9,62,1,557.44
2024-09-15,10,40,3,1551.46
2024-09-15,11,28,3,1855.38
2024-09-15,12,16,0,0.0
2024-09-16,1,227,6,4610.06
2024-09-16,2,115,4,1812.38
2024-09-16,3,57,3,2912.94
2024-09-16,4,56,4,1344.47
2024-09-16,5,42,1,244.28
2024-09-16,6,49,1,259.05
2024-09-16,7,37,0,0.0
2024-09-16,8,40,0,0.0
2024-09-16,9,50,2,1101.97
2024-09-16,10,38,0,0.0
2024-09-16,11,23,1,531.56
2024-09-16,12,15,1,300.07
2024-09-17,1,431,8,2116.71
2024-09-17,2,220,6,3090.08
2024-09-17,3,103,2,1468.25
2024-09-17,4,142,4,1932.21
2024-09-17,5,101,5,3784.95
2024-09-17,6,90,4,2236.19
2024-09-17,7,75,1,215.97
2024-09-17,8,75,1,238.17
2024-09-17,9,87,3,2595.5
2024-09-17,10,72,2,2751.72
2024-09-17,11,44,0,0.0
2024-09-17,12,31,2,507.94
2024-09-18,1,176,4,2778.0
2024-09-18,2,96,5,2158.71
2024-09-18,3,47,2,1151.5
2024-09-18,4,63,4,2287.77
2024-09-18,5,39,1,915.96
2024-09-18,6,42,2,873.69
2024-09-18,7,30,2,1355.08
2024-09-18,8,33,1,669.56
2024-09-18,9,45,4,2702.48
2024-09-18,10,32,0,0.0
2024-09-18,11,18,0,0.0
2024-09-18,12,12,1,838.92
2024-09-19,1,413,14,8094.94
2024-09-19,2,211,3,2406.64
2024-09-19,3,102,3,2184.31
2024-09-19,4,131,0,0.0
2024-09-19,5,85,4,1132.58
2024-09-19,6,83,0,0.0
2024-09-19,7,59,1,972.96
2024-09-19,8,69,2,920.97
2024-09-19,9,90,2,594.27
2024-09-19,10,67,1,1219.0
2024-09-19,11,39,0,0.0
2024-09-19,12,23,1,1105.76
2024-09-20,1,256,3,1359.27
2024-09-20,2,128,3,2941.05
2024-09-20,3,66,5,5554.86
2024-09-20,4,80,2,728.09
2024-09-20,5,51,1,2269.89
2024-09-20,6,48,1,490.84
2024-09-20,7,46,3,1093.98
2024-09-20,8,44,2,834.61
2024-09-20,9,58,1,325.16
2024-09-20,10,41,1,476.36
2024-09-20,11,27,1,577.94
2024-09-20,12,16,1,248.51
2024-09-21,1,342,11,6851.27
2024-09-21,2,156,9,4388.38
2024-09-21,3,95,1,1049.0
2024-09-21,4,99,2,1162.71
2024-09-21,5,68,1,181.46
2024-09-21,6,66,1,210.57
2024-09-21,7,51,2,521.73
2024-09-21,8,57,2,971.67
2024-09-21,9,76,1,208.57
2024-09-21,10,49,0,0.0
2024-09-21,11,32,1,236.63
2024-09-21,12,20,1,587.58
2024-09-22,1,234,9,5621.45
2024-09-22,2,112,1,554.48
2024-09-22,3,62,3,2391.12
2024-09-22,4,70,3,1676.36
2024-09-22,5,41,0,0.0
2024-09-22,6,46,3,1025.27
2024-09-22,7,36,0,0.0
2024-09-22,8,33,2,899.3
2024-09-22,9,53,2,527.83
2024-09-22,10,36,0,0.0
2024-09-22,11,24,1,252.68
2024-09-22,12,13,1,202.18
2024-09-23,1,252,3,1490.13
2024-09-23,2,117,0,0.0
2024-09-23,3,66,3,1813.27
2024-09-23,4,67,4,2122.38
2024-09-23,5,56,2,1164.38
2024-09-23,6,48,0,0.0
2024-09-23,7,37,3,2464.17
2024-09-23,8,39,0,0.0
2024-09-23,9,51,1,223.36
2024-09-23,10,40,2,1105.53
2024-09-23,11,22,1,979.88
2024-09-23,12,15,2,2022.76
2024-09-24,1,205,8,5935.56
2024-09-24,2,121,5,4143.41
2024-09-24,3,65,0,0.0
2024-09-24,4,67,1,273.51
2024-09-24,5,45,1,464.4
2024-09-24,6,44,2,1215.92
2024-09-24,7,36,0,0.0
2024-09-24,8,37,2,935.66
2024-09-24,9,56,1,506.38
2024-09-24,10,38,2,1858.56
2024-09-24,11,21,2,1166.89
2024-09-24,12,16,0,0.0
2024-09-25,1,252,7,5940.22
2024-09-25,2,124,2,2157.96
2024-09-25,3,67,1,557.82
2024-09-25,4,81,3,1833.03
2024-09-25,5,52,1,531.94
2024-09-25,6,60,1,333.18
2024-09-25,7,44,1,248.69
2024-09-25,8,44,1,267.31
2024-09-25,9,67,4,2312.63
2024-09-25,10,43,2,564.66
2024-09-25,11,27,0,0.0
2024-09-25,12,19,1,457.2
2024-09-26,1,332,8,4155.14
2024-09-26,2,179,4,1137.25
2024-09-26,3,86,0,0.0
2024-09-26,4,87,2,1546.8
2024-09-26,5,65,1,258.96
2024-09-26,6,68,2,460.56
2024-09-26,7,63,4,2383.92
2024-09-26,8,51,1,308.81
2024-09-26,9,83,2,462.33
2024-09-26,10,57,5,2509.49
2024-09-26,11,34,3,1270.35
2024-09-26,12,22,0,0.0
2024-09-27,1,160,5,1969.71
2024-09-27,2,81,2,1249.37
2024-09-27,3,42,4,2441.71
2024-09-27,4,46,0,0.0
2024-09-27,5,33,1,303.23
2024-09-27,6,30,0,0.0
2024-09-27,7,25,1,210.81
2024-09-27,8,29,2,1736.55
2024-09-27,9,35,0,0.0
2024-09-27,10,27,1,528.22
2024-09-27,11,15,0,0.0
2024-09-27,12,10,0,0.0
2024-09-28,1,320,5,1792.96
2024-09-28,2,158,3,2580.83
2024-09-28,3,81,1,266.65
2024-09-28,4,89,4,2622.85
2024-09-28,5,57,0,0.0
2024-09-28,6,65,3,776.95
2024-09-28,7,56,0,0.0
2024-09-28,8,52,0,0.0
2024-09-28,9,67,2,749.31
2024-09-28,10,57,2,528.99
2024-09-28,11,27,2,597.19
2024-09-28,12,21,0,0.0
2024-09-29,1,191,9,3476.04
2024-09-29,2,115,2,1711.53
2024-09-29,3,54,1,268.41
2024-09-29,4,60,0,0.0
2024-09-29,5,39,0,0.0
2024-09-29,6,43,4,1155.17
2024-09-29,7,36,1,718.98
2024-09-29,8,28,0,0.0
2024-09-29,9,49,1,503.76
2024-09-29,10,34,2,470.05
2024-09-29,11,20,1,725.56
2024-09-29,12,15,3,2211.62
2024-09-30,1,201,5,3751.07
2024-09-30,2,97,4,2763.54
2024-09-30,3,50,3,1835.56
2024-09-30,4,51,2,787.01
2024-09-30,5,37,1,435.88
2024-09-30,6,35,1,255.87
2024-09-30,7,34,1,595.5
2024-09-30,8,31,0,0.0
2024-09-30,9,43,3,1699.48
2024-09-30,10,36,0,0.0
2024-09-30,11,19,0,0.0
2024-09-30,12,12,1,494.22
2024-10-01,1,325,6,2060.06
2024-10-01,2,146,4,1659.25
2024-10-01,3,82,0,0.0
2024-10-01,4,96,5,3769.5
2024-10-01,5,59,2,494.34
2024-10-01,6,64,1,298.85
2024-10-01,7,52,2,884.26
2024-10-01,8,55,1,287.67
2024-10-01,9,75,3,2251.72
2024-10-01,10,53,0,0.0
2024-10-01,11,33,0,0.0
2024-10-01,12,20,0,0.0
2024-10-02,1,235,7,3042.61
2024-10-02,2,128,5,2296.22
2024-10-02,3,70,4,3779.4
2024-10-02,4,69,3,2548.74
2024-10-02,5,51,1,274.84
2024-10-02,6,49,4,959.6
2024-10-02,7,41,1,788.04
2024-10-02,8,44,1,245.17
2024-10-02,9,55,2,545.87
2024-10-02,10,38,2,1215.22
2024-10-02,11,23,1,724.53
2024-10-02,12,17,0,0.0
2024-10-03,1,267,6,6199.23
2024-10-03,2,143,3,1360.23
2024-10-03,3,69,2,1546.73
2024-10-03,4,86,3,1141.58
2024-10-03,5,52,0,0.0
2024-10-03,6,49,1,547.2
2024-10-03,7,43,2,471.57
2024-10-03,8,45,1,285.08
2024-10-03,9,74,0,0.0
2024-10-03,10,41,3,1281.72
2024-10-03,11,28,0,0.0
2024-10-03,12,18,0,0.0
2024-10-04,1,249,11,7435.29
2024-10-04,2,137,2,994.39
2024-10-04,3,66,0,0.0
2024-10-04,4,74,3,1142.77
2024-10-04,5,48,1,276.32
2024-10-04,6,50,0,0.0
2024-10-04,7,44,0,0.0
2024-10-04,8,38,3,1699.35
2024-10-04,9,64,3,1333.5
2024-10-04,10,45,1,207.06
2024-10-04,11,26,0,0.0
2024-10-04,12,17,1,930.12
2024-10-05,1,201,8,3164.79
2024-10-05,2,92,1,597.38
2024-10-05,3,48,1,288.22
2024-10-05,4,55,2,2125.8
2024-10-05,5,38,0,0.0
2024-10-05,6,35,0,0.0
2024-10-05,7,33,0,0.0
2024-10-05,8,28,0,0.0
2024-10-05,9,46,3,1324.2
2024-10-05,10,38,1,221.87
2024-10-05,11,20,1,217.8
2024-10-05,12,13,0,0.0
2024-10-06,1,232,6,2220.14
2024-10-06,2,135,1,608.56
2024-10-06,3,66,3,801.34
2024-10-06,4,81,0,0.0
2024-10-06,5,54,0,0.0
2024-10-06,6,50,1,229.4
2024-10-06,7,39,1,419.26
2024-10-06,8,42,0,0.0
2024-10-06,9,58,1,210.73
2024-10-06,10,44,2,454.41
2024-10-06,11,27,1,1166.8
2024-10-06,12,17,1,194.19
2024-10-07,1,253,6,2243.75
2024-10-07,2,135,6,3386.93
2024-10-07,3,77,1,451.32
2024-10-07,4,81,0,0.0
2024-10-07,5,55,2,1145.2
2024-10-07,6,55,1,754.11
2024-10-07,7,42,3,2100.36
2024-10-07,8,43,0,0.0
2024-10-07,9,61,1,224.34
2024-10-07,10,47,1,559.32
2024-10-07,11,26,1,243.13
2024-10-07,12,19,0,0.0
2024-10-08,1,266,7,2452.9
2024-10-08,2,148,3,1012.15
2024-10-08,3,76,3,1078.9
2024-10-08,4,85,2,1277.56
2024-10-08,5,55,0,0.0
2024-10-08,6,52,3,1538.01
2024-10-08,7,47,0,0.0
2024-10-08,8,45,2,785.67
2024-10-08,9,70,0,0.0
2024-10-08,10,45,3,745.72
2024-10-08,11,26,2,671.53
2024-10-08,12,17,1,691.32
2024-10-09,1,307,5,2475.38
2024-10-09,2,151,4,2880.15
2024-10-09,3,94,0,0.0
2024-10-09,4,95,4,1469.58
2024-10-09,5,67,2,731.66
2024-10-09,6,55,1,1003.04
2024-10-09,7,53,1,489.94
2024-10-09,8,54,1,951.16
2024-10-09,9,76,4,1414.7
2024-10-09,10,48,1,189.58
2024-10-09,11,32,0,0.0
2024-10-09,12,19,0,0.0
2024-10-10,1,271,7,3055.38
2024-10-10,2,147,5,2245.51
2024-10-10,3,78,3,1846.56
2024-10-10,4,84,1,282.34
2024-10-10,5,59,2,1699.15
2024-10-10,6,60,0,0.0
2024-10-10,7,55,0,0.0
2024-10-10,8,49,1,412.74
2024-10-10,9,66,0,0.0
2024-10-10,10,53,3,646.85
2024-10-10,11,30,1,216.64
2024-10-10,12,20,0,0.0
2024-10-11,1,202,5,2901.66
2024-10-11,2,105,4,2651.22
2024-10-11,3,53,1,528.22
2024-10-11,4,69,0,0.0
2024-10-11,5,48,4,2100.97
2024-10-11,6,42,1,956.36
2024-10-11,7,38,1,196.8
2024-10-11,8,38,0,0.0
2024-10-11,9,52,1,238.41
2024-10-11,10,39,0,0.0
2024-10-11,11,22,0,0.0
2024-10-11,12,14,0,0.0
2024-10-12,1,164,8,6978.92
2024-10-12,2,94,2,523.12
2024-10-12,3,45,1,481.38
2024-10-12,4,57,2,1205.74
2024-10-12,5,36,0,0.0
2024-10-12,6,34,0,0.0
2024-10-12,7,31,1,1937.84
2024-10-12,8,30,1,269.87
2024-10-12,9,43,3,1663.27
2024-10-12,10,30,1,515.18
2024-10-12,11,18,1,367.54
2024-10-12,12,11,1,1012.04
2024-10-13,1,199,3,1287.64
2024-10-13,2,101,5,2961.36
2024-10-13,3,55,2,448.68
2024-10-13,4,64,2,963.42
2024-10-13,5,47,0,0.0
2024-10-13,6,43,3,1697.33
2024-10-13,7,36,2,826.72
2024-10-13,8,34,0,0.0
2024-10-13,9,45,2,665.41
2024-10-13,10,39,2,1424.89
2024-10-13,11,21,1,427.78
2024-10-13,12,14,1,414.76
2024-10-14,1,261,2,1538.58
2024-10-14,2,133,0,0.0
2024-10-14,3,85,2,507.04
2024-10-14,4,80,1,237.81
2024-10-14,5,52,1,273.62
2024-10-14,6,56,2,1350.66
2024-10-14,7,45,0,0.0
2024-10-14,8,41,1,1035.1
2024-10-14,9,65,2,1000.48
2024-10-14,10,43,0,0.0
2024-10-14,11,27,0,0.0
2024-10-14,12,19,1,289.62
2024-10-15,1,209,10,6081.72
2024-10-15,2,97,1,477.8
2024-10-15,3,56,2,1296.4
2024-10-15,4,61,2,1362.51
2024-10-15,5,39,2,1088.23
2024-10-15,6,38,1,983.56
2024-10-15,7,32,2,965.61
2024-10-15,8,36,0,0.0
2024-10-15,9,38,0,0.0
2024-10-15,10,32,0,0.0
2024-10-15,11,21,0,0.0
2024-10-15,12,12,0,0.0
2024-10-16,1,318,10,5798.12
2024-10-16,2,156,1,239.22
2024-10-16,3,81,3,2290.14
2024-10-16,4,88,2,498.83
2024-10-16,5,62,1,1060.64
2024-10-16,6,64,0,0.0
2024-10-16,7,51,2,628.0
2024-10-16,8,55,1,748.89
2024-10-16,9,82,3,1621.65
2024-10-16,10,59,3,1231.29
2024-10-16,11,31,1,496.1
2024-10-16,12,20,0,0.0
2024-10-17,1,224,7,2830.37
2024-10-17,2,121,8,3863.25
2024-10-17,3,62,2,1188.81
2024-10-17,4,73,0,0.0
2024-10-17,5,47,3,780.05
2024-10-17,6,46,1,570.32
2024-10-17,7,36,0,0.0
2024-10-17,8,45,3,1860.72
2024-10-17,9,56,1,237.85
2024-10-17,10,41,1,965.0
2024-10-17,11,20,0,0.0
2024-10-17,12,15,0,0.0
2024-10-18,1,183,4,951.81
2024-10-18,2,104,4,2494.98
2024-10-18,3,54,0,0.0
2024-10-18,4,59,0,0.0
2024-10-18,5,45,2,505.17
2024-10-18,6,45,2,1147.33
2024-10-18,7,34,0,0.0
2024-10-18,8,39,0,0.0
2024-10-18,9,45,2,653.87
2024-10-18,10,39,1,220.82
2024-10-18,11,22,0,0.0
2024-10-18,12,14,1,211.96
2024-10-19,1,274,8,5341.99
2024-10-19,2,160,4,2391.11
2024-10-19,3,69,1,221.28
2024-10-19,4,86,2,662.79
2024-10-19,5,49,0,0.0
2024-10-19,6,60,3,2885.73
2024-10-19,7,43,2,1292.47
2024-10-19,8,55,2,404.19
2024-10-19,9,67,0,0.0
2024-10-19,10,46,1,847.48
2024-10-19,11,29,0,0.0
2024-10-19,12,20,0,0.0
2024-10-20,1,245,11,4899.05
2024-10-20,2,134,2,1101.63
2024-10-20,3,65,1,259.51
2024-10-20,4,73,1,197.7
2024-10-20,5,46,1,268.29
2024-10-20,6,47,2,1193.44
2024-10-20,7,43,1,589.92
2024-10-20,8,40,1,275.35
2024-10-20,9,62,1,972.12
2024-10-20,10,44,4,1641.82
2024-10-20,11,23,0,0.0
2024-10-20,12,17,0,0.0
2024-10-21,1,264,6,2771.44
2024-10-21,2,134,2,884.78
2024-10-21,3,73,0,0.0
2024-10-21,4,78,2,1790.12
2024-10-21,5,52,1,1018.96
2024-10-21,6,57,1,179.23
2024-10-21,7,42,1,269.71
2024-10-21,8,40,1,875.4
2024-10-21,9,68,0,0.0
2024-10-21,10,44,1,135.36
2024-10-21,11,28,1,471.76
2024-10-21,12,17,0,0.0
2024-10-22,1,151,4,1849.51
2024-10-22,2,80,1,218.54
2024-10-22,3,48,1,288.41
2024-10-22,4,43,3,1696.17
2024-10-22,5,28,2,463.65
2024-10-22,6,30,2,1660.41
2024-10-22,7,28,0,0.0
2024-10-22,8,24,0,0.0
2024-10-22,9,33,2,365.08
2024-10-22,10,24,0,0.0
2024-10-22,11,16,0,0.0
2024-10-22,12,10,1,262.78
2024-10-23,1,220,7,4902.29
2024-10-23,2,123,3,2650.52
2024-10-23,3,61,1,177.02
2024-10-23,4,65,4,1127.5
2024-10-23,5,51,2,661.99
2024-10-23,6,44,0,0.0
2024-10-23,7,35,1,423.42
2024-10-23,8,37,0,0.0
2024-10-23,9,56,2,1515.58
2024-10-23,10,42,0,0.0
2024-10-23,11,24,1,2142.36
2024-10-23,12,16,1,465.96
2024-10-24,1,227,3,1413.19
2024-10-24,2,111,1,227.17
2024-10-24,3,54,1,151.32
2024-10-24,4,68,2,1159.49
2024-10-24,5,44,2,676.88
2024-10-24,6,48,0,0.0
2024-10-24,7,34,1,1141.56
2024-10-24,8,39,2,525.07
2024-10-24,9,46,4,2153.22
2024-10-24,10,41,0,0.0
2024-10-24,11,22,1,201.7
2024-10-24,12,14,0,0.0
2024-10-25,1,253,6,2625.3
2024-10-25,2,139,1,546.0
2024-10-25,3,72,2,640.59
2024-10-25,4,75,4,1838.62
2024-10-25,5,55,0,0.0
2024-10-25,6,53,2,1028.06
2024-10-25,7,44,0,0.0
2024-10-25,8,40,2,850.52
2024-10-25,9,60,3,2715.82
2024-10-25,10,47,0,0.0
2024-10-25,11,24,0,0.0
2024-10-25,12,16,0,0.0
2024-10-26,1,202,4,2745.37
2024-10-26,2,115,2,2246.44
2024-10-26,3,58,2,1009.79
2024-10-26,4,59,1,219.62
2024-10-26,5,46,2,471.83
2024-10-26,6,45,0,0.0
2024-10-26,7,40,0,0.0
2024-10-26,8,36,0,0.0
2024-10-26,9,51,1,567.84
2024-10-26,10,40,2,868.46
2024-10-26,11,23,1,821.68
2024-10-26,12,15,2,921.23
2024-10-27,1,241,7,4495.15
2024-10-27,2,129,1,207.72
2024-10-27,3,73,2,700.29
2024-10-27,4,66,1,251.77
2024-10-27,5,50,1,416.38
2024-10-27,6,50,2,938.63
2024-10-27,7,44,0,0.0
2024-10-27,8,45,1,1011.84
2024-10-27,9,53,1,484.2
2024-10-27,10,38,1,382.88
2024-10-27,11,23,0,0.0
2024-10-27,12,16,1,144.19
2024-10-28,1,267,10,5456.65
2024-10-28,2,141,2,1264.93
2024-10-28,3,73,2,1048.18
2024-10-28,4,87,1,219.0
2024-10-28,5,61,0,0.0
2024-10-28,6,51,4,2179.41
2024-10-28,7,46,1,461.76
2024-10-28,8,49,0,0.0
2024-10-28,9,64,4,1332.31
2024-10-28,10,42,0,0.0
2024-10-28,11,30,1,234.83
2024-10-28,12,18,0,0.0
2024-10-29,1,239,7,4278.81
2024-10-29,2,128,7,2112.49
2024-10-29,3,55,3,1793.68
2024-10-29,4,69,2,980.12
2024-10-29,5,46,2,1344.01
2024-10-29,6,47,1,1497.96
2024-10-29,7,39,1,444.4
2024-10-29,8,42,1,581.85
2024-10-29,9,50,2,1180.44
2024-10-29,10,39,0,0.0
2024-10-29,11,19,1,208.59
2024-10-29,12,14,2,639.58
2024-10-30,1,198,8,4872.64
2024-10-30,2,95,5,3207.25
2024-10-30,3,46,0,0.0
2024-10-30,4,52,2,672.52
2024-10-30,5,38,0,0.0
2024-10-30,6,40,0,0.0
2024-10-30,7,29,2,560.63
2024-10-30,8,34,0,0.0
2024-10-30,9,44,1,942.08
2024-10-30,10,27,0,0.0
2024-10-30,11,18,1,700.68
2024-10-30,12,12,0,0.0
2024-10-31,1,160,5,2267.5
2024-10-31,2,88,2,521.69
2024-10-31,3,47,0,0.0
2024-10-31,4,51,2,672.24
2024-10-31,5,32,0,0.0
2024-10-31,6,35,0,0.0
2024-10-31,7,27,0,0.0
2024-10-31,8,28,0,0.0
2024-10-31,9,42,1,539.92
2024-10-31,10,28,1,605.13
2024-10-31,11,17,0,0.0
2024-10-31,12,12,0,0.0
2024-11-01,1,225,3,970.3
2024-11-01,2,107,2,950.98
2024-11-01,3,54,3,1929.03
2024-11-01,4,63,2,757.69
2024-11-01,5,46,2,1207.39
2024-11-01,6,45,2,573.13
2024-11-01,7,39,2,375.55
2024-11-01,8,37,0,0.0
2024-11-01,9,52,1,196.64
2024-11-01,10,35,2,650.38
2024-11-01,11,19,1,917.8
2024-11-01,12,12,0,0.0
2024-11-02,1,398,12,4310.98
2024-11-02,2,201,4,1254.03
2024-11-02,3,108,1,201.68
2024-11-02,4,146,4,2186.08
2024-11-02,5,81,2,757.54
2024-11-02,6,77,3,1398.85
2024-11-02,7,68,1,1048.96
2024-11-02,8,74,0,0.0
2024-11-02,9,106,2,568.49
2024-11-02,10,63,0,0.0
2024-11-02,11,40,0,0.0
2024-11-02,12,26,1,491.42
2024-11-03,1,124,3,645.5
2024-11-03,2,57,2,1773.94
2024-11-03,3,30,1,344.26
2024-11-03,4,35,0,0.0
2024-11-03,5,24,2,400.79
2024-11-03,6,22,1,916.48
2024-11-03,7,18,1,312.34
2024-11-03,8,20,2,1013.1
2024-11-03,9,26,1,942.6
2024-11-03,10,23,0,0.0
2024-11-03,11,11,0,0.0
2024-11-03,12,8,0,0.0
2024-11-04,1,191,4,1873.78
2024-11-04,2,93,2,1077.82
2024-11-04,3,48,1,212.96
2024-11-04,4,60,1,997.36
2024-11-04,5,39,3,1413.02
2024-11-04,6,38,1,223.91
2024-11-04,7,31,2,1513.52
2024-11-04,8,33,2,1284.86
2024-11-04,9,44,2,1156.53
2024-11-04,10,33,0,0.0
2024-11-04,11,20,1,478.98
2024-11-04,12,13,0,0.0
2024-11-05,1,163,4,2635.42
2024-11-05,2,93,2,806.62
2024-11-05,3,47,3,1444.33
2024-11-05,4,48,2,922.31
2024-11-05,5,32,1,945.12
2024-11-05,6,34,0,0.0
2024-11-05,7,29,0,0.0
2024-11-05,8,26,0,0.0
2024-11-05,9,45,0,0.0
2024-11-05,10,26,1,319.68
2024-11-05,11,16,0,0.0
2024-11-05,12,11,1,687.51
2024-11-06,1,248,5,2433.67
2024-11-06,2,134,2,803.27
2024-11-06,3,69,2,378.45
2024-11-06,4,83,2,681.5
2024-11-06,5,51,2,1360.52
2024-11-06,6,54,2,2021.02
2024-11-06,7,43,0,0.0
2024-11-06,8,44,0,0.0
2024-11-06,9,63,4,895.63
2024-11-06,10,42,0,0.0
2024-11-06,11,25,2,631.08
