date,channel_id,sessions,users,bookings,revenue,spend,impressions,clicks
2024-09-17,7,136,109,2,1408.42,0.0,0,0
2024-09-18,1,288,226,5,3499.73,0.0,0,0
2024-09-18,2,192,163,5,2115.63,247.2,3095,130
2024-09-18,3,16,12,0,0.0,0.0,0,0
2024-09-18,4,56,47,1,940.71,0.0,0,0
2024-09-18,5,83,67,2,932.9,0.0,0,0
2024-09-18,6,0,0,13,8242.7,0.0,0,0
2024-09-18,7,20,15,0,0.0,0.0,0,0
2024-09-19,1,373,308,8,4625.54,0.0,0,0
2024-09-19,2,228,193,6,2644.71,296.07,3690,155
2024-09-19,3,551,445,4,1804.87,0.0,0,0
2024-09-19,4,86,71,3,2978.21,0.0,0,0
2024-09-19,5,52,42,1,269.46,0.0,0,0
2024-09-19,6,0,0,8,5335.68,0.0,0,0
2024-09-19,7,72,61,1,972.96,0.0,0,0
2024-09-20,1,432,358,9,6287.85,0.0,0,0
2024-09-20,2,110,90,2,1456.22,222.96,2785,117
2024-09-20,3,134,108,1,306.47,0.0,0,0
2024-09-20,4,102,85,3,758.44,0.0,0,0
2024-09-20,5,50,41,1,1207.76,0.0,0,0
2024-09-20,6,0,0,8,6883.82,0.0,0,0
2024-09-20,7,20,16,0,0.0,0.0,0,0
2024-09-21,1,437,369,8,4539.44,0.0,0,0
2024-09-21,2,367,286,10,5894.93,210.16,2619,110
2024-09-21,3,16,13,0,0.0,0.0,0,0
2024-09-21,4,72,60,2,1024.81,0.0,0,0
2024-09-21,5,23,18,0,0.0,0.0,0,0
2024-09-21,6,0,0,9,3675.83,0.0,0,0
2024-09-21,7,193,157,3,1234.56,0.0,0,0
2024-09-22,1,246,205,4,3027.19,0.0,0,0
2024-09-22,2,196,167,5,1656.23,307.46,3833,161
2024-09-22,3,131,108,1,1186.85,0.0,0,0
2024-09-22,4,70,57,2,1783.99,0.0,0,0
2024-09-22,5,77,63,2,591.22,0.0,0,0
2024-09-22,6,0,0,11,4905.19,0.0,0,0
2024-09-22,7,19,15,0,0.0,0.0,0,0
2024-09-23,1,338,282,6,3828.79,0.0,0,0
2024-09-23,2,109,91,2,1565.55,275.24,3428,144
2024-09-23,3,131,106,1,284.3,0.0,0,0
2024-09-23,4,50,41,1,280.57,0.0,0,0
2024-09-23,5,100,84,3,3086.16,0.0,0,0
2024-09-23,6,0,0,7,3749.07,0.0,0,0
2024-09-23,7,74,63,1,591.42,0.0,0,0
2024-09-24,1,264,222,4,2489.31,0.0,0,0
2024-09-24,2,209,165,5,3035.47,207.04,2571,108
2024-09-24,3,16,12,0,0.0,0.0,0,0
2024-09-24,4,164,138,7,4341.25,0.0,0,0
2024-09-24,5,23,19,0,0.0,0.0,0,0
2024-09-24,6,0,0,7,5551.02,0.0,0,0
2024-09-24,7,74,58,1,1083.24,0.0,0,0
2024-09-25,1,297,231,5,1921.88,0.0,0,0
2024-09-25,2,235,187,5,2764.06,335.37,4190,176
2024-09-25,3,131,107,1,466.56,0.0,0,0
2024-09-25,4,102,83,3,3170.32,0.0,0,0
2024-09-25,5,112,95,3,2273.88,0.0,0,0
2024-09-25,6,0,0,7,4607.94,0.0,0,0
2024-09-25,7,19,15,0,0.0,0.0,0,0
2024-09-26,1,426,342,8,3390.0,0.0,0,0
2024-09-26,2,216,170,5,3067.96,312.64,3904,164
2024-09-26,3,148,118,1,480.78,0.0,0,0
2024-09-26,4,117,93,4,2173.85,0.0,0,0
2024-09-26,5,80,68,2,1267.84,0.0,0,0
2024-09-26,6,0,0,10,3592.23,0.0,0,0
2024-09-26,7,124,105,2,520.95,0.0,0,0
2024-09-27,1,258,212,4,1997.02,0.0,0,0
2024-09-27,2,80,67,1,901.16,329.6,4119,173
2024-09-27,3,16,12,0,0.0,0.0,0,0
2024-09-27,4,52,40,1,547.88,0.0,0,0
2024-09-27,5,51,41,1,286.51,0.0,0,0
2024-09-27,6,0,0,8,3464.78,0.0,0,0
2024-09-27,7,77,61,1,1242.25,0.0,0,0
2024-09-28,1,266,221,4,1136.61,0.0,0,0
2024-09-28,2,142,122,3,1335.28,273.27,3404,143
2024-09-28,3,443,354,4,1868.09,0.0,0,0
2024-09-28,4,50,42,1,240.68,0.0,0,0
2024-09-28,5,130,108,4,1998.22,0.0,0,0
2024-09-28,6,0,0,6,3336.85,0.0,0,0
2024-09-28,7,19,15,0,0.0,0.0,0,0
2024-09-29,1,163,130,2,747.2,0.0,0,0
2024-09-29,2,150,120,3,2213.36,227.94,2833,119
2024-09-29,3,144,122,1,268.41,0.0,0,0
2024-09-29,4,49,41,1,300.98,0.0,0,0
2024-09-29,5,50,41,1,202.46,0.0,0,0
2024-09-29,6,0,0,14,6464.64,0.0,0,0
2024-09-29,7,119,101,2,1044.07,0.0,0,0
2024-09-30,1,296,236,5,2138.69,0.0,0,0
2024-09-30,2,183,157,4,1224.64,265.68,3309,139
2024-09-30,3,16,13,0,0.0,0.0,0,0
2024-09-30,4,87,74,3,2703.51,0.0,0,0
2024-09-30,5,51,42,1,1063.8,0.0,0,0
2024-09-30,6,0,0,8,5487.49,0.0,0,0
2024-09-30,7,19,16,0,0.0,0.0,0,0
2024-10-01,1,403,342,7,2126.99,0.0,0,0
2024-10-01,2,138,113,3,2139.37,251.8,3142,132
2024-10-01,3,128,105,1,712.38,0.0,0,0
2024-10-01,4,48,38,1,238.0,0.0,0,0
2024-10-01,5,55,44,1,982.88,0.0,0,0
2024-10-01,6,0,0,6,2677.49,0.0,0,0
2024-10-01,7,298,249,5,2828.54,0.0,0,0
2024-10-02,1,308,242,6,3121.47,0.0,0,0
2024-10-02,2,78,61,1,216.29,267.54,3333,140
2024-10-02,3,150,123,1,542.08,0.0,0,0
2024-10-02,4,152,125,6,2553.49,0.0,0,0
2024-10-02,5,70,57,2,917.95,0.0,0,0
2024-10-02,6,0,0,14,8300.21,0.0,0,0
2024-10-02,7,72,60,1,768.75,0.0,0,0
2024-10-03,1,357,288,6,3928.44,0.0,0,0
2024-10-03,2,140,114,3,1268.54,252.67,3142,132
2024-10-03,3,270,224,2,1803.0,0.0,0,0
2024-10-03,4,28,21,0,0.0,0.0,0,0
2024-10-03,5,22,18,0,0.0,0.0,0,0
2024-10-03,6,0,0,9,5624.14,0.0,0,0
2024-10-03,7,74,59,1,209.22,0.0,0,0
2024-10-04,1,411,326,8,4887.35,0.0,0,0
2024-10-04,2,137,115,3,1428.02,256.22,3190,134
2024-10-04,3,139,112,1,2428.29,0.0,0,0
2024-10-04,4,68,56,2,541.72,0.0,0,0
2024-10-04,5,48,41,1,597.3,0.0,0,0
2024-10-04,6,0,0,9,3531.02,0.0,0,0
2024-10-04,7,77,61,1,605.1,0.0,0,0
2024-10-05,1,317,266,6,2403.72,0.0,0,0
2024-10-05,2,43,36,0,0.0,277.83,3476,146
2024-10-05,3,145,124,1,334.72,0.0,0,0
2024-10-05,4,89,75,3,650.53,0.0,0,0
2024-10-05,5,22,17,0,0.0,0.0,0,0
2024-10-05,6,0,0,7,4551.09,0.0,0,0
2024-10-05,7,18,14,0,0.0,0.0,0,0
2024-10-06,1,393,310,7,2497.65,0.0,0,0
2024-10-06,2,76,63,1,251.57,287.65,3595,151
2024-10-06,3,248,203,2,832.89,0.0,0,0
2024-10-06,4,49,40,1,235.02,0.0,0,0
2024-10-06,5,21,16,0,0.0,0.0,0,0
2024-10-06,6,0,0,5,2263.92,0.0,0,0
2024-10-06,7,72,57,1,223.78,0.0,0,0
2024-10-07,1,383,325,7,3775.9,0.0,0,0
2024-10-07,2,210,179,5,2524.73,228.77,2857,120
2024-10-07,3,15,11,0,0.0,0.0,0,0
2024-10-07,4,91,73,3,1890.95,0.0,0,0
2024-10-07,5,46,38,1,195.55,0.0,0,0
2024-10-07,6,0,0,3,1150.97,0.0,0,0
2024-10-07,7,173,139,3,1570.36,0.0,0,0
2024-10-08,1,621,531,13,5299.65,0.0,0,0
2024-10-08,2,129,110,3,872.35,275.87,3452,145
2024-10-08,3,15,11,0,0.0,0.0,0,0
2024-10-08,4,51,39,1,421.5,0.0,0,0
2024-10-08,5,50,40,1,624.6,0.0,0,0
2024-10-08,6,0,0,8,3035.66,0.0,0,0
2024-10-08,7,18,15,0,0.0,0.0,0,0
2024-10-09,1,318,272,5,2252.05,0.0,0,0
2024-10-09,2,197,160,5,2954.21,253.38,3166,133
2024-10-09,3,287,231,2,729.68,0.0,0,0
2024-10-09,4,49,39,1,489.94,0.0,0,0
2024-10-09,5,50,40,1,287.42,0.0,0,0
2024-10-09,6,0,0,6,4222.9,0.0,0,0
2024-10-09,7,172,147,3,668.99,0.0,0,0
2024-10-10,1,267,212,5,2644.31,0.0,0,0
2024-10-10,2,288,244,7,4053.88,288.31,3595,151
2024-10-10,3,153,126,1,231.17,0.0,0,0
2024-10-10,4,27,22,0,0.0,0.0,0,0
2024-10-10,5,48,40,1,430.24,0.0,0,0
2024-10-10,6,0,0,6,2085.57,0.0,0,0
2024-10-10,7,198,163,3,960.0,0.0,0,0
2024-10-11,1,287,240,5,2036.21,0.0,0,0
2024-10-11,2,149,126,3,1550.02,212.71,2642,111
2024-10-11,3,149,122,1,818.01,0.0,0,0
2024-10-11,4,48,37,1,861.48,0.0,0,0
2024-10-11,5,21,17,0,0.0,0.0,0,0
2024-10-11,6,0,0,6,4024.87,0.0,0,0
2024-10-11,7,85,69,1,283.05,0.0,0,0
2024-10-12,1,295,253,5,2929.85,0.0,0,0
2024-10-12,2,147,124,3,4022.0,245.67,3071,129
2024-10-12,3,15,12,0,0.0,0.0,0,0
2024-10-12,4,93,73,3,1302.05,0.0,0,0
2024-10-12,5,48,39,1,260.37,0.0,0,0
2024-10-12,6,0,0,9,6440.63,0.0,0,0
2024-10-12,7,18,15,0,0.0,0.0,0,0
2024-10-13,1,207,162,3,1142.81,0.0,0,0
2024-10-13,2,179,147,4,2612.25,282.52,3523,148
2024-10-13,3,149,122,1,280.99,0.0,0,0
2024-10-13,4,88,75,3,1307.93,0.0,0,0
2024-10-13,5,45,36,1,846.28,0.0,0,0
2024-10-13,6,0,0,10,4685.56,0.0,0,0
2024-10-13,7,72,59,1,242.17,0.0,0,0
2024-10-14,1,248,197,4,2273.39,0.0,0,0
2024-10-14,2,103,80,2,478.62,245.79,3071,129
2024-10-14,3,295,230,2,724.1,0.0,0,0
2024-10-14,4,26,20,0,0.0,0.0,0,0
2024-10-14,5,49,40,1,1081.3,0.0,0,0
2024-10-14,6,0,0,0,0.0,0.0,0,0
2024-10-14,7,190,151,3,1675.5,0.0,0,0
2024-10-15,1,191,149,3,1983.59,0.0,0,0
2024-10-15,2,144,114,3,1108.97,253.96,3166,133
2024-10-15,3,152,129,1,872.04,0.0,0,0
2024-10-15,4,72,61,2,1192.57,0.0,0,0
2024-10-15,5,110,90,3,2498.17,0.0,0,0
2024-10-15,6,0,0,8,4600.49,0.0,0,0
2024-10-15,7,17,14,0,0.0,0.0,0,0
2024-10-16,1,300,235,5,2613.97,0.0,0,0
2024-10-16,2,264,216,7,2911.39,226.62,2833,119
2024-10-16,3,146,122,1,219.69,0.0,0,0
2024-10-16,4,48,40,1,867.28,0.0,0,0
2024-10-16,5,81,67,2,1453.34,0.0,0,0
2024-10-16,6,0,0,7,4014.35,0.0,0,0
2024-10-16,7,241,189,4,2532.86,0.0,0,0
2024-10-17,1,286,238,6,2303.38,0.0,0,0
2024-10-17,2,177,148,4,1179.79,224.15,2785,117
2024-10-17,3,145,121,1,763.29,0.0,0,0
2024-10-17,4,64,51,2,982.51,0.0,0,0
2024-10-17,5,103,86,3,2244.56,0.0,0,0
2024-10-17,6,0,0,10,4822.84,0.0,0,0
2024-10-17,7,17,13,0,0.0,0.0,0,0
2024-10-18,1,313,266,6,2704.44,0.0,0,0
2024-10-18,2,102,87,2,465.3,221.22,2761,116
2024-10-18,3,141,113,1,244.54,0.0,0,0
2024-10-18,4,75,64,2,615.84,0.0,0,0
2024-10-18,5,20,15,0,0.0,0.0,0,0
2024-10-18,6,0,0,4,1943.86,0.0,0,0
2024-10-18,7,71,55,1,211.96,0.0,0,0
2024-10-19,1,375,298,7,5189.67,0.0,0,0
2024-10-19,2,110,91,2,771.89,174.72,2166,91
2024-10-19,3,284,226,2,485.45,0.0,0,0
2024-10-19,4,47,38,1,178.99,0.0,0,0
2024-10-19,5,46,36,1,1786.32,0.0,0,0
2024-10-19,6,0,0,9,4841.28,0.0,0,0
2024-10-19,7,69,58,1,793.44,0.0,0,0
2024-10-20,1,288,237,5,2457.83,0.0,0,0
2024-10-20,2,233,197,6,2623.44,270.04,3380,142
2024-10-20,3,128,101,1,563.2,0.0,0,0
2024-10-20,4,70,60,2,450.39,0.0,0,0
2024-10-20,5,48,39,1,409.26,0.0,0,0
2024-10-20,6,0,0,9,4304.25,0.0,0,0
2024-10-20,7,71,57,1,590.46,0.0,0,0
2024-10-21,1,165,132,2,937.6,0.0,0,0
2024-10-21,2,72,56,1,233.46,224.13,2785,117
2024-10-21,3,380,308,3,1267.43,0.0,0,0
2024-10-21,4,25,19,0,0.0,0.0,0,0
2024-10-21,5,102,85,3,1539.44,0.0,0,0
2024-10-21,6,0,0,5,3279.96,0.0,0,0
2024-10-21,7,126,101,2,1138.87,0.0,0,0
2024-10-22,1,211,164,3,1394.18,0.0,0,0
2024-10-22,2,39,31,0,0.0,150.85,1880,79
2024-10-22,3,153,126,1,729.36,0.0,0,0
2024-10-22,4,48,40,1,556.89,0.0,0,0
2024-10-22,5,49,38,1,208.42,0.0,0,0
2024-10-22,6,0,0,10,3915.7,0.0,0,0
2024-10-22,7,16,12,0,0.0,0.0,0,0
2024-10-23,1,398,342,8,6347.56,0.0,0,0
2024-10-23,2,73,57,1,417.7,258.56,3238,136
2024-10-23,3,154,130,1,236.68,0.0,0,0
2024-10-23,4,25,20,0,0.0,0.0,0,0
2024-10-23,5,62,48,2,1987.76,0.0,0,0
2024-10-23,6,0,0,9,4578.9,0.0,0,0
2024-10-23,7,76,60,1,498.04,0.0,0,0
2024-10-24,1,221,183,3,1081.59,0.0,0,0
2024-10-24,2,134,107,3,1594.74,249.6,3119,131
2024-10-24,3,276,216,2,506.66,0.0,0,0
2024-10-24,4,25,19,0,0.0,0.0,0,0
2024-10-24,5,19,15,0,0.0,0.0,0,0
2024-10-24,6,0,0,8,4008.61,0.0,0,0
2024-10-24,7,74,59,1,458.0,0.0,0,0
2024-10-25,1,106,87,1,199.94,0.0,0,0
2024-10-25,2,158,125,4,1938.78,289.76,3619,152
2024-10-25,3,400,315,3,1281.97,0.0,0,0
2024-10-25,4,156,123,6,4521.02,0.0,0,0
2024-10-25,5,19,15,0,0.0,0.0,0,0
2024-10-25,6,0,0,6,2303.2,0.0,0,0
2024-10-25,7,16,13,0,0.0,0.0,0,0
2024-10-26,1,271,225,5,2154.95,0.0,0,0
2024-10-26,2,38,29,0,0.0,239.23,2976,125
2024-10-26,3,159,129,1,567.84,0.0,0,0
2024-10-26,4,95,77,3,2441.6,0.0,0,0
2024-10-26,5,46,39,1,232.52,0.0,0,0
2024-10-26,6,0,0,5,2199.15,0.0,0,0
2024-10-26,7,135,110,2,2276.2,0.0,0,0
2024-10-27,1,239,189,4,1273.07,0.0,0,0
2024-10-27,2,208,168,5,3287.14,163.42,2047,86
2024-10-27,3,239,188,2,1474.12,0.0,0,0
2024-10-27,4,24,19,0,0.0,0.0,0,0
2024-10-27,5,19,15,0,0.0,0.0,0,0
2024-10-27,6,0,0,6,2756.05,0.0,0,0
2024-10-27,7,78,62,1,242.67,0.0,0,0
2024-10-28,1,332,275,6,2861.38,0.0,0,0
2024-10-28,2,274,213,8,4500.31,211.69,2642,111
2024-10-28,3,157,127,1,773.22,0.0,0,0
2024-10-28,4,72,60,2,367.25,0.0,0,0
2024-10-28,5,18,15,0,0.0,0.0,0,0
2024-10-28,6,0,0,7,3521.41,0.0,0,0
2024-10-28,7,69,54,1,173.5,0.0,0,0
2024-10-29,1,336,281,6,2806.97,0.0,0,0
2024-10-29,2,123,104,3,1597.52,250.51,3119,131
2024-10-29,3,123,104,1,432.6,0.0,0,0
2024-10-29,4,97,82,3,1776.37,0.0,0,0
2024-10-29,5,75,63,2,1661.6,0.0,0,0
2024-10-29,6,0,0,14,6786.87,0.0,0,0
2024-10-29,7,16,13,0,0.0,0.0,0,0
2024-10-30,1,269,212,5,2745.71,0.0,0,0
2024-10-30,2,167,142,4,2399.01,253.62,3166,133
2024-10-30,3,13,10,0,0.0,0.0,0,0
2024-10-30,4,69,58,2,1654.34,0.0,0,0
2024-10-30,5,46,38,1,545.24,0.0,0,0
2024-10-30,6,0,0,6,2910.82,0.0,0,0
2024-10-30,7,71,59,1,700.68,0.0,0,0
2024-10-31,1,155,126,2,998.18,0.0,0,0
2024-10-31,2,96,81,2,843.24,288.56,3595,151
2024-10-31,3,128,106,1,814.16,0.0,0,0
2024-10-31,4,104,85,4,1115.53,0.0,0,0
2024-10-31,5,18,14,0,0.0,0.0,0,0
2024-10-31,6,0,0,1,230.24,0.0,0,0
2024-10-31,7,67,53,1,605.13,0.0,0,0
2024-11-01,1,349,299,6,1801.99,0.0,0,0
2024-11-01,2,95,80,2,1357.42,232.29,2904,122
2024-11-01,3,13,10,0,0.0,0.0,0,0
2024-11-01,4,116,98,4,1761.36,0.0,0,0
2024-11-01,5,79,67,2,784.48,0.0,0,0
2024-11-01,6,0,0,5,2678.78,0.0,0,0
2024-11-01,7,75,60,1,144.86,0.0,0,0
2024-11-02,1,239,195,4,1525.28,0.0,0,0
2024-11-02,2,150,125,4,1425.36,217.4,2714,114
2024-11-02,3,628,498,4,1424.95,0.0,0,0
2024-11-02,4,83,70,3,851.53,0.0,0,0
2024-11-02,5,74,61,2,905.2,0.0,0,0
2024-11-02,6,0,0,9,4838.78,0.0,0,0
2024-11-02,7,238,200,4,1246.93,0.0,0,0
2024-11-03,1,154,120,2,483.82,0.0,0,0
2024-11-03,2,35,28,0,0.0,234.77,2928,123
2024-11-03,3,133,105,1,218.38,0.0,0,0
2024-11-03,4,23,18,0,0.0,0.0,0,0
2024-11-03,5,44,37,1,916.48,0.0,0,0
2024-11-03,6,0,0,9,4730.33,0.0,0,0
2024-11-03,7,15,12,0,0.0,0.0,0,0
2024-11-04,1,198,166,3,2153.94,0.0,0,0
2024-11-04,2,95,75,2,424.37,0.0,0,0
2024-11-04,3,154,131,1,1071.0,0.0,0,0
2024-11-04,4,103,85,4,1559.73,0.0,0,0
2024-11-04,5,65,55,2,932.72,0.0,0,0
2024-11-04,6,0,0,7,4090.98,0.0,0,0
2024-11-04,7,15,12,0,0.0,0.0,0,0
2024-11-05,1,194,151,4,1324.75,0.0,0,0
2024-11-05,2,68,56,1,961.75,0.0,0,0
2024-11-05,3,12,9,0,0.0,0.0,0,0
2024-11-05,4,92,77,3,1141.53,0.0,0,0
2024-11-05,5,70,58,2,2065.32,0.0,0,0
2024-11-05,6,0,0,2,1662.48,0.0,0,0
2024-11-05,7,132,106,2,605.16,0.0,0,0
2024-11-06,1,234,184,4,1525.17,0.0,0,0
2024-11-06,2,66,55,1,222.59,0.0,0,0
2024-11-06,3,278,219,2,380.86,0.0,0,0
2024-11-06,4,65,50,2,1270.92,0.0,0,0
2024-11-06,5,99,77,3,2337.11,0.0,0,0
2024-11-06,6,0,0,7,1915.49,0.0,0,0
2024-11-06,7,137,113,2,1553.0,0.0,0,0
2024-11-07,1,150,125,2,1142.68,0.0,0,0
2024-11-07,2,100,85,2,1785.24,0.0,0,0
2024-11-07,3,128,107,1,227.07,0.0,0,0
2024-11-07,4,92,77,3,741.31,0.0,0,0
2024-11-07,5,105,84,3,770.85,0.0,0,0
2024-11-07,6,0,0,5,1236.62,0.0,0,0
2024-11-07,7,122,99,2,483.37,0.0,0,0
2024-11-08,1,258,210,5,3380.28,0.0,0,0
2024-11-08,2,159,131,4,844.38,0.0,0,0
2024-11-08,3,139,119,1,585.33,0.0,0,0
2024-11-08,4,44,34,1,408.86,0.0,0,0
2024-11-08,5,17,13,0,0.0,0.0,0,0
2024-11-08,6,0,0,5,1290.55,0.0,0,0
2024-11-08,7,14,11,0,0.0,0.0,0,0
2024-11-09,1,301,243,5,1926.73,0.0,0,0
2024-11-09,2,126,103,3,981.11,0.0,0,0
2024-11-09,3,153,120,1,905.88,0.0,0,0
2024-11-09,4,125,104,5,2252.97,0.0,0,0
2024-11-09,5,17,13,0,0.0,0.0,0,0
2024-11-09,6,0,0,7,4473.44,0.0,0,0
2024-11-09,7,64,50,1,380.9,0.0,0,0
2024-11-10,1,63,52,0,0.0,0.0,0,0
2024-11-10,2,63,54,1,344.44,0.0,0,0
2024-11-10,3,12,9,0,0.0,0.0,0,0
2024-11-10,4,43,36,1,199.61,0.0,0,0
2024-11-10,5,17,13,0,0.0,0.0,0,0
2024-11-10,6,0,0,5,1567.8,0.0,0,0
2024-11-10,7,14,11,0,0.0,0.0,0,0
2024-11-11,1,272,224,5,1341.81,0.0,0,0
2024-11-11,2,127,106,3,895.17,0.0,0,0
2024-11-11,3,11,8,0,0.0,0.0,0,0
2024-11-11,4,66,53,2,409.68,0.0,0,0
2024-11-11,5,132,104,5,3006.38,0.0,0,0
2024-11-11,6,0,0,6,3114.83,0.0,0,0
2024-11-11,7,73,59,1,503.02,0.0,0,0
